BADANIE;07:22:44;;;;
metoda:;nearest-neighbour;;;;
konfiguracja:;branches=2         , input_files=g/gr6.txt,g/gr7.txt,g/gr8.txt,g/gr9.txt,g/gr10.txt,g/gr11.txt,g/gr12.txt,g/gr13.txt,g/gr14.txt,g/gr15.txt,g/gr16.txt,g/gr17.txt,g/gr18.txt,g/gr19.txt,g/gr20.txt, iterations=15, max_exec_time_s=1800, search_type=1            , starting_node_bb=-1          # warto, starting_node_nn=-1          # warto, ;;;;
;;;;;
plik:;g/gr19.txt;;;;
wynik optymalny:;147;;;;
liczba wierzcholkow:;19;;;;
iteracja;czas [us];wynik;blad bezwzgledny;blad wzgledny;sciezka
1;73;186;39;26.5306;4 2 5 9 10 6 7 17 12 16 11 18 0 15 1 8 14 13 3 4
2;72;185;38;25.8503;14 9 10 6 7 17 12 16 11 18 0 13 3 15 1 8 4 2 5 14
3;72;209;62;42.1769;0 7 9 10 6 2 5 8 4 1 12 16 11 17 3 15 13 18 14 0
4;87;218;71;48.2993;18 0 7 9 10 6 2 5 8 4 1 12 16 11 17 3 15 13 14 18
5;82;190;43;29.2517;12 16 11 17 7 9 10 6 2 5 8 4 1 14 13 3 15 18 0 12
6;76;209;62;42.1769;0 7 9 10 6 2 5 8 4 1 12 16 11 17 3 15 13 18 14 0
7;52;156;9;6.12245;10 6 7 9 14 4 2 5 8 17 12 16 11 18 0 13 3 15 1 10
8;46;175;28;19.0476;8 4 2 5 9 10 6 7 17 12 16 11 18 0 15 1 14 13 3 8
9;47;204;57;38.7755;2 5 9 10 6 7 17 12 16 11 18 0 13 3 15 1 8 4 14 2
10;53;188;41;27.8912;8 4 2 5 9 10 6 7 17 12 16 11 18 0 13 3 15 1 14 8
11;47;187;40;27.2109;13 3 15 1 12 16 11 7 9 10 6 2 5 8 4 17 14 0 18 13
12;55;156;9;6.12245;10 6 7 9 14 4 2 5 8 17 12 16 11 18 0 13 3 15 1 10
13;174;156;9;6.12245;10 6 7 9 14 4 2 5 8 17 12 16 11 18 0 13 3 15 1 10
14;76;237;90;61.2245;6 7 9 10 17 12 16 11 18 0 15 1 8 4 2 5 13 3 14 6
15;52;237;90;61.2245;6 7 9 10 17 12 16 11 18 0 15 1 8 4 2 5 13 3 14 6
sredni czas [us];blad bezwzgledny;blad bezwzgledny x2;blad wzgledny [%];;
70;45.8667;91.7333;62.4036;;
;;;;;
;;;;;
plik:;g/gr20.txt;;;;
wynik optymalny:;148;;;;
liczba wierzcholkow:;20;;;;
iteracja;czas [us];wynik;blad bezwzgledny;blad wzgledny;sciezka
1;52;225;77;52.027;6 7 9 10 17 12 16 11 18 0 19 13 3 15 1 8 4 2 5 14 6
2;73;222;74;50;1 12 16 11 17 7 9 10 6 2 5 8 4 19 13 3 15 18 0 14 1
3;73;206;58;39.1892;11 17 12 16 0 7 9 10 6 2 5 8 4 19 13 3 15 1 14 18 11
4;53;175;27;18.2432;17 12 16 11 7 9 10 6 2 5 8 4 19 13 3 15 1 14 0 18 17
5;196;187;39;26.3514;9 10 6 7 17 12 16 11 18 0 19 13 3 15 1 8 4 2 5 14 9
6;50;216;68;45.9459;7 9 10 6 2 5 8 4 19 13 3 15 1 12 16 11 17 14 0 18 7
7;48;173;25;16.8919;0 7 9 10 6 2 5 8 4 19 13 3 15 1 12 16 11 17 14 18 0
8;48;216;68;45.9459;8 4 19 13 3 15 1 12 16 11 7 9 10 6 2 5 18 0 17 14 8
9;47;200;52;35.1351;16 11 7 9 10 6 2 5 8 4 19 13 3 15 1 12 14 0 18 17 16
10;51;175;27;18.2432;12 16 11 7 9 10 6 2 5 8 4 19 13 3 15 1 14 0 18 17 12
11;53;175;27;18.2432;17 12 16 11 7 9 10 6 2 5 8 4 19 13 3 15 1 14 0 18 17
12;53;206;58;39.1892;11 17 12 16 0 7 9 10 6 2 5 8 4 19 13 3 15 1 14 18 11
13;52;175;27;18.2432;17 12 16 11 7 9 10 6 2 5 8 4 19 13 3 15 1 14 0 18 17
14;49;216;68;45.9459;7 9 10 6 2 5 8 4 19 13 3 15 1 12 16 11 17 14 0 18 7
15;50;208;60;40.5405;10 6 7 9 14 19 13 3 15 1 12 16 11 17 2 5 8 4 0 18 10
sredni czas [us];blad bezwzgledny;blad bezwzgledny x2;blad wzgledny [%];;
63;50.3333;100.667;68.018;;
;;;;;
;;;;;
BADANIE;07:23:17;;;;
metoda:;nearest-neighbour;;;;
konfiguracja:;branches=3         , input_files=g/gr6.txt,g/gr7.txt,g/gr8.txt,g/gr9.txt,g/gr10.txt,g/gr11.txt,g/gr12.txt,g/gr13.txt,g/gr14.txt,g/gr15.txt,g/gr16.txt,g/gr17.txt,g/gr18.txt,g/gr19.txt,g/gr20.txt, iterations=15, max_exec_time_s=1800, search_type=1            , starting_node_bb=-1          # warto, starting_node_nn=-1          # warto, ;;;;
;;;;;
plik:;g/gr6.txt;;;;
wynik optymalny:;132;;;;
liczba wierzcholkow:;6;;;;
iteracja;czas [us];wynik;blad bezwzgledny;blad wzgledny;sciezka
1;1110;132;0;0;2 3 4 5 0 1 2
2;78;132;0;0;2 3 4 5 0 1 2
3;54;172;40;30.303;5 4 3 2 1 0 5
4;54;132;0;0;1 2 3 4 5 0 1
5;56;172;40;30.303;4 3 2 1 0 5 4
6;55;132;0;0;3 4 5 0 1 2 3
7;48;172;40;30.303;4 3 2 1 0 5 4
8;49;172;40;30.303;5 4 3 2 1 0 5
9;55;132;0;0;3 4 5 0 1 2 3
10;48;132;0;0;2 3 4 5 0 1 2
11;46;132;0;0;1 2 3 4 5 0 1
12;134;172;40;30.303;4 3 2 1 0 5 4
